,Brand,Model,model_year,km_driven,car_type,gear_type,location,price,fuel_type
0,maruti,CIAZ ,2019,23135.0,sedan,Manual,malad,875000.0,Petrol
1,mahindra,Bolero ,2012,75000.0,sedan,Manual,borivali,575000.0,Diesel
2,mahindra,TUV 300 T8 ,2018,13000.0,sedan,Manual,borivali,875000.0,Diesel
3,bmw,525 i petrol ,2010,46000.0,sedan,Auto,borivali,575000.0,Petrol
4,honda,Brio V AT ,2012,59000.0,sedan,Auto,borivali,399000.0,Petrol
5,maruti,Wagon R ,2016,58000.0,sedan,Auto,borivali,445000.0,Petrol
6,maruti,CIAZ ,2016,26195.0,sedan,Manual,thane,650000.0,Petrol
7,volkswagen,Vento 1.6L MT Highline ,2014,26000.0,sedan,Manual,mumbai,465000.0,Petrol
8,maruti,Wagon R 1.0 VXI AMT ,2017,32000.0,hatchback,Automatic,mumbai,465000.0,Petrol
9,toyota,Corolla Altis 1.8J ,2015,70000.0,sedan,Manual,mumbai,775000.0,Petrol
10,hyundai,Creta S 1.4 CRDI ,2019,68000.0,sedan,Manual,borivali,1025000.0,Petrol
11,toyota,Fortuner 4x2 AT ,2014,86000.0,sedan,Automatic,mumbai,1525000.0,Diesel
12,hyundai,Grand i 10 4Speed AT ,2014,40000.0,sedan,Automatic,mumbai,474000.0,Petrol
13,toyota,Fortuner ,2017,68200.0,suv/muv,Automatic,malad,3050000.0,Diesel
14,volkswagen,Polo ,2019,17000.0,hatchback,Automatic,malad,900000.0,Petrol
15,ford,Ecosport 1.5 Titanium ,2015,45000.0,suv/muv,Auto,malad,475000.0,Petrol
16,volkswagen,POLO HIGHLINE ,2016,35400.0,hatchback,Manual,mumbai,549999.0,Petrol
17,hyundai,I20 ,2010,38410.0,hatchback,Manual,borivali,225000.0,Petrol
18,mercedes,BENZ ,2015,54258.0,luxury,Auto,malad,1999000.0,Diesel
19,hyundai,I 20 ,2017,38300.0,hatchback,Manual,malad,574999.0,Petrol
20,hyundai,ELITE I20 ,2017,36800.0,hatchback,Manual,malad,710000.0,Petrol
21,maruti,Alto ,2011,10921.0,hatchback,Manual,thane west,165000.0,Petrol
22,mercedes,GLC 200 ,2016,20000.0,suv/muv,Automatic,andheri,6000000.0,Petrol
23,mercedes,CLA 200 ,2016,25000.0,sedan,Automatic,andheri,2400000.0,Diesel
24,hyundai,Elite i20 1.2 ,2016,61000.0,sedan,Manual,borivali,525000.0,Petrol
25,mercedes,Benz C Class ,2016,33000.0,sedan,Auto,borivali,2100000.0,Diesel
26,maruti,Suzuki Swift Dzire ,2014,90000.0,sedan,Manual,borivali,475000.0,Diesel
27,hyundai,GRAND I10 ,2017,17600.0,hatchback,Manual,malad,474000.0,Petrol
28,hyundai,Santa Fe ,2015,94000.0,suv/muv,Automatic,malad,1265000.0,Diesel
29,honda,City 1.5 V AT ,2011,61000.0,sedan,Automatic,borivali,399000.0,Petrol
30,hyundai,Eon ,2013,20963.0,hatchback,Manual,thane,225000.0,Petrol
31,honda,JAZZ  ,2015,27220.0,hatchback,Auto,borivali,535000.0,Petrol
32,hyundai,i20 Asta 1.2 ,2010,52000.0,hatchback,Manual,malad,290000.0,Petrol
33,maruti,Swift vxi ,2008,60000.0,hatchback,Manual,mumbai,165000.0,Petrol
34,kia,seltos ,2021,4000.0,suv/muv,Manual,vile parle,1549000.0,Diesel
35,landrover,Range Rover Evoque ,2020,18000.0,suv/muv,Automatic,andheri,7200000.0,Petrol
36,honda,City New V MT ,2012,81000.0,hatchback,Manual,borivali,425000.0,Petrol
37,maruti,Suzuki Celerio VXI ,2014,55000.0,hatchback,Auto,borivali,425000.0,Petrol
38,maruti,BALENO ALPHA ,2019,36000.0,hatchback,Auto,malad,785000.0,Petrol
39,honda,City ,2014,54000.0,hatchback,Auto,borivali,600000.0,Petrol
40,mahindra,Quanto C6 ,2016,81000.0,hatchback,Manual,borivali,375000.0,Diesel
41,mahindra,Scorpio ,2018,52000.0,suv/muv,Manual,vasai,985000.0,Diesel
42,hyundai,Verna Fluidic ,2020,1200.0,sedan,Auto,mumbai,1495000.0,Petrol
43,hyundai,I20 Asta ,2012,25000.0,sedan,Auto,malad,375000.0,Petrol
44,honda,City ,2013,61000.0,sedan,Manual,malad,450000.0,Petrol
45,honda,Accord ,2011,74000.0,sedan,Manual,malad,450000.0,Petrol
46,hyundai,Verna 1.6  ,2013,57000.0,sedan,Auto,malad,425000.0,Petrol
47,mahindra,Scorpio  ,2017,64000.0,sedan,Auto,malad,1350000.0,Diesel
48,toyota,CAMRY HYBRID ,2016,67000.0,sedan,Auto,mumbai,1799000.0,Petrol
49,landrover,Range Rover Evoque ,2020,27700.0,suv/muv,Auto,mumbai,6450000.0,Diesel
50,mercedes,BENZ  ,2010,39600.0,sedan,Auto,malad,925000.0,Petrol
51,renault,KWID RXT ,2017,13100.0,suv/muv,Manual,malad,300000.0,Petrol
52,maruti,SUUKI CELERIO ,2016,15700.0,hatchback,Auto,malad,425000.0,Petrol
53,mercedes,BENZ C- CLASS ,2012,67500.0,sedan,Auto,malad,1075000.0,Petrol
54,honda,CITY  ,2010,29000.0,sedan,Manual,powai,279999.0,Petrol
55,honda,Civic ,2010,69000.0,sedan,Auto,powai,245000.0,Petrol
56,mercedes,Benz GLC 300 ,2019,26000.0,suv/muv,Automatic,andheri,5500000.0,Petrol
57,bmw,7 Series 730LD  ,2016,21000.0,sedan,Automatic,andheri,6500000.0,Diesel
58,audi,Q5 30TDI ,2016,81000.0,suv/muv,Automatic,goregaon,2290000.0,Diesel
59,audi,A3 35TFSI TECHNOLOGY ,2019,9000.0,sedan,Automatic,goregaon,2795000.0,Petrol
60,maruti,WagonR ,2017,21000.0,hatchback,Manual,mumbai,415000.0,Petrol
61,skoda,Superb 1.8 TSI AT Elegance ,2016,39000.0,sedan,Automatic,mumbai,1699000.0,Petrol
62,maruti,Ertiga ,2016,34000.0,sedan,Manual,borivali,790000.0,Petrol
63,mercedes,CLA 200 CDI ,2019,16000.0,sedan,Auto,mumbai,3250000.0,Diesel
64,maruti,ERTIGA ,2016,83000.0,suv/muv,Manual,vasai,795000.0,Petrol
65,hyundai,CRETA E+ ,2017,83000.0,suv/muv,Manual,vasai,895000.0,Diesel
66,mg,HECTOR ,2022,350.0,suv/muv,Auto,mumbai,2175000.0,Petrol
67,bmw,X5 3.0D ,2020,15000.0,suv/muv,Auto,mumbai,8695000.0,Diesel
68,audi,A4 2.0 TDI ,2013,60000.0,sedan,Auto,malad,1249000.0,Diesel
69,hyundai,I20 ASTA ,2012,24300.0,hatchback,Manual,malad,320000.0,Petrol
70,maruti,CIAZ ALPHA ,2017,73000.0,hatchback,Automatic,vasai,745000.0,Petrol
71,hyundai,I10 Sports ,2011,40000.0,hatchback,Automatic,malad,275000.0,Petrol
72,hyundai,Elite i 20 1.2 Kappa ,2020,7000.0,sedan,Manual,borivali west,775000.0,Petrol
73,bmw,5 series ,2011,74000.0,sedan,Automatic,mumbai,1200000.0,Petrol
74,mercedes,Benz E Class E ,2011,77000.0,luxury,Automatic,mumbai,1175000.0,Diesel
75,hyundai,I20 SPORTZ ,2021,4600.0,hatchback,Auto,malad,925000.0,Petrol
76,audi,A6 45TFSI ,2020,14400.0,sedan,Auto,malad,5550000.0,Petrol
77,honda,City 1.5 S  ,2009,46000.0,sedan,Automatic,borivali,315000.0,Petrol
78,honda,City SV 1.5L ,2016,67000.0,sedan,Automatic,borivali,695000.0,Petrol
79,mercedes,Benz M Class ML 250 ,2012,52000.0,sedan,Automatic,mumbai,2200000.0,Diesel
80,hyundai,Venue SX Plus ,2019,20000.0,sedan,Automatic,mumbai,1165000.0,Petrol
81,toyota,Corolla Altis 1.8G ,2009,74000.0,sedan,Manual,mumbai,325000.0,Petrol
82,hyundai,VENUE S1.0 AT ,2019,23000.0,suv/muv,Auto,malad,925000.0,Petrol
83,volkswagen,Vento Highline  ,2011,49000.0,sedan,Manual,jogeshwari,285000.0,Petrol
84,mahindra,THAR  ,2020,21000.0,suv/muv,Automatic,malad,1775000.0,Diesel
85,audi,Q7 45 TDI ,2019,12000.0,suv/muv,Auto,mumbai,7050000.0,Diesel
86,bmw,5 SERIES 530D ,2014,69600.0,sedan,Auto,malad,2450000.0,Diesel
87,skoda,Rapid  ,2014,77800.0,sedan,Manual,jogeshwari,410000.0,Diesel
88,hyundai,Verna  ,2013,45400.0,sedan,Manual,jogeshwari,410000.0,Petrol
89,mercedes,C230  ,2009,58800.0,luxury sedan,Manual,jogeshwari,625000.0,Petrol
90,mini,COOPER CONVERTABLE ,2012,21000.0,hatchback,Auto,malad,2050000.0,Petrol
91,bmw,X1 XDRIVE ,2018,41000.0,sedan,Auto,malad,2800000.0,Diesel
92,bmw,7 SERIES ,2009,37000.0,sedan,Auto,malad,1500000.0,Diesel
93,hyundai,VERNA FLUIDIC ,2015,58200.0,sedan,Auto,malad,595000.0,Petrol
94,maruti,SUZUKI BALENO ,2016,9800.0,hatchback,Manual,malad,525000.0,Petrol
95,mercedes,BENZ GLS ,2021,30500.0,sedan,Auto,malad,13250000.0,Petrol
96,skoda,RAPID STYLE ,2016,52000.0,sedan,Auto,malad,575000.0,Diesel
97,tata,HARRIER ,2020,18000.0,suv/muv,Auto,malad,2149999.0,Diesel
98,hyundai,I20  ,2018,42835.0,hatchback,Manual,andheri,660000.0,Petrol
99,toyota,Innova ,2014,76000.0,suv/muv,Manual,andheri,915000.0,Diesel
100,jaguar,XF ,2012,46400.0,sedan,Automatic,malad,1750000.0,Diesel
101,maruti,Ertiga  ,2015,57000.0,sedan,Manual,borivali,685000.0,Petrol
102,kia,SELOTS 1.5 AT X- LINE ,2021,6740.0,suv/muv,Auto,malad,1950000.0,Diesel
103,mercedes,Benz GLC ,2014,94000.0,sedan,Automatic,andheri,3215000.0,Diesel
104,hyundai,I10 ,2014,76208.0,hatchback,Manual,thane,350000.0,Petrol
105,hyundai,Creta  ,2020,14710.0,suv,Manual,andheri,1250000.0,Petrol
106,hyundai,I10 ,2016,62486.0,hatchback,Auto,malad,450000.0,Petrol
107,bmw,3GT ,2015,57254.0,sedan,Auto,malad west,2100000.0,Diesel
108,mercedes,CLA 200D ,2017,64000.0,sedan,Automatic,andheri,1785000.0,Diesel
109,mercedes,Benz E Class ,2019,28900.0,sedan,Automatic,malad,5750000.0,Petrol
110,mercedes,Benz E Class ,2014,10786.0,sedan,Auto,malad west,1100000.0,Petrol
111,landrover,Defender ,2021,14000.0,suv/muv,Auto,santacruz east,10500000.0,Petrol
112,landrover,Range Rover Evoque ,2015,35000.0,suv/muv,Auto,santacruz east,3600000.0,Diesel
113,maruti,CIAZ ,2019,12600.0,sedan,Manual,malad,836000.0,Petrol
114,maruti,Swift ,2015,47300.0,hatchback,Manual,malad,500000.0,Petrol
115,mercedes,Benz E Class ,2020,15800.0,sedan,Automatic,malad,6450000.0,Petrol
116,mercedes,Benz C Class ,2017,19900.0,sedan,Automatic,malad,3150000.0,Petrol
117,mercedes,CLA ,2017,49500.0,sedan,Automatic,malad,2450000.0,Petrol
118,bmw,530 D M SPORT ,2013,40000.0,luxury sedan,Automatic,mumbai,1950000.0,Diesel
119,maruti,SUZUKI CIAZ VXI ,2016,49000.0,sedan,Manual,malad,650000.0,Petrol
120,kia,SELTOS GTX PLUS ,2021,20000.0,suv/muv,Automatic,malad,1900000.0,Petrol
121,maruti,SUZUKI CIAZ ZXI ,2015,52800.0,sedan,Manual,malad,625000.0,Petrol
122,maruti,SUZUKI SWIFT LXI ,2014,64300.0,hatchback,Manual,malad,385000.0,Petrol
123,maruti,SUZUKI SWIFT DZIRE VXI ,2013,54200.0,sedan,Manual,malad,395000.0,Petrol
124,maruti,SUZUKI VITTARA BREZZA LDI ,2018,40000.0,suv/muv,Manual,malad,700000.0,Diesel
125,maruti,SUZUKI VITARA BREZZA ,2018,29600.0,suv/muv,Manual,malad,900000.0,Diesel
126,maruti,SUZUKI WAGON R VXI+ ,2014,49000.0,hatchback,Manual,malad,325000.0,Petrol
